communityname,state,population,householdsize,racepctblack,racepctwhite,racepctasian,racepcthisp,numburban,pcturban,medincome,pctwwage,pctwpubasst,pctwretire,medfaminc,percapinc,whitepercap,blackpercap,indianpercap,asianpercap,otherpercap,hisppercap,numunderpov,pctpopunderpov,pctless9thgrade,pctnothsgrad,pctbsormore,pctunemployed,pctemploy,pctemplmanu,pctemplprofserv,pctoccupmanu,pctoccupmgmtprof,malepctdivorce,malepctnevmarr,femalepctdiv,totalpctdiv,persperfam,pctfam2par,pctkids2par,pctyoungkids2par,pctimmigrecent,pctspeakenglonly,pctnotspeakenglwell,pctlarghousefam,pctlarghouseoccup,pctpersownoccup,pctpersdensehous,pcthousless3br,mednumbr,housvacant,pcthousoccup,pcthousownocc,pctvacantboarded,pctvacmore6mos,medyrhousbuilt,pcthousnophone,pctwofullplumb,ownocclowquart,ownoccmedval,ownocchiquart,ownoccqrange,rentlowq,rentmedian,renthighq,rentqrange,medrent,medrentpcthousinc,medowncostpctinc,medowncostpctincnomtg,numinshelters,numstreet,pctforeignborn,pctbornsamestate,pctsamehouse85,pctsamecity85,pctsamestate85,policreqperoffic,landarea,popdens,pctusepubtrans,lemaspctofficdrugun,murders,murdperpop,rapes,rapesperpop,robberies,robbbperpop,assaults,assaultperpop,burglaries,burglperpop,larcenies,larcperpop,autotheft,autotheftperpop,arsons,violentcrimesperpop,city,mayor,statename,party affiliation
Vallejocity,CA,109199,2.92,21.15,50.46,22.95,10.78,109199,100.0,36605,79.57,10.85,22.12,41183,14271,16380,12108,11478,12510,10440.0,10988,9007,8.48,6.8,19.04,19.2,6.55,62.7,13.74,22.94,11.76,23.56,10.68,31.28,14.29,12.51,3.33,72.02,67.59,79.37,12.34,75.03,2.48,9.13,6.77,64.16,9.25,47.35,3,2519,93.69,61.88,2.02,26.36,1965,3.05,0.22,105900,140600,186200,80300,383,511,629,246,578,28.0,25.5,12.1,47,9,18.1,46.72,43.03,65.04,86.92,644.2,31.3,3488.3,3.7,11.45,10,8.93,65.0,58.01,599.0,534.61,949.0,846.99,1802.0,1608.3,4703.0,4197.46,1150.0,1026.38,80.0,1448.54,Vallejo,Robert H. McConnell,California,
ElCampocity,TX,10511,2.76,11.97,74.43,0.29,31.59,0,0.0,21049,74.5,7.17,10.22,25904,11174,12548,5150,0,4803,9093.0,8002,2275,22.09,22.7,40.64,12.4,8.12,57.2,15.27,21.57,21.1,17.42,8.84,25.24,11.14,10.07,3.29,74.23,68.94,82.62,12.04,71.16,4.49,6.5,4.79,60.48,7.94,49.96,3,331,91.99,61.97,4.53,57.4,1960,12.15,1.16,30100,47400,71300,41200,177,236,304,127,317,25.5,20.1,13.7,0,0,3.88,87.16,54.85,90.03,98.19,,5.9,1777.9,0.0,0.0,1,9.43,3.0,28.29,10.0,94.29,52.0,490.29,138.0,1301.15,459.0,4327.74,30.0,282.86,1.0,622.29,El Campo,,Texas,
Lancastercity,CA,97291,2.96,7.41,79.38,3.72,15.23,96687,99.38,38388,82.88,10.18,16.21,41339,14842,16005,10072,9788,14989,8807.0,9296,9128,9.9,5.84,19.72,16.2,6.94,61.3,18.97,20.77,11.5,28.05,11.35,29.16,16.06,13.73,3.27,74.48,69.97,82.44,19.79,85.62,2.71,7.29,5.43,64.36,6.6,40.64,3,3316,90.84,62.94,1.72,18.06,1980,2.46,0.48,107100,133700,163700,56600,448,542,649,201,610,27.6,24.4,11.7,49,0,9.15,50.43,32.03,74.4,86.2,,92.0,1057.6,1.04,0.0,7,5.84,60.0,50.09,263.0,219.56,1130.0,943.36,1370.0,1143.72,2375.0,1982.72,1016.0,848.19,106.0,1218.85,Lancaster,R Rex Parris,California,
CommerceCitycity,CO,16466,2.87,2.86,84.88,1.14,35.93,16203,98.4,20427,77.29,14.47,13.27,24268,8651,8913,6781,4973,7411,7558.0,7344,3766,23.23,13.8,39.44,3.37,10.59,57.45,17.55,12.53,25.96,10.78,15.07,28.68,18.71,16.93,3.29,61.46,55.24,54.09,21.21,81.59,2.6,7.85,5.87,57.72,7.91,53.73,2,672,89.52,58.9,4.46,48.21,1959,9.68,0.9,45900,56800,69000,23100,256,335,405,149,408,32.9,22.6,13.5,39,0,3.61,60.85,54.75,82.23,93.0,,20.7,795.8,3.77,0.0,3,16.53,9.0,49.58,32.0,176.27,230.0,1266.94,395.0,2175.83,1502.0,8273.66,159.0,875.84,14.0,1509.31,Commerce City,,Colorado,
GrantsPasscity,OR,17488,2.45,0.22,96.44,1.29,2.82,0,0.0,21557,63.75,8.63,19.6,26595,11607,11686,6856,10087,10185,8052.0,7745,3048,18.05,7.68,23.86,14.0,9.34,50.63,20.37,24.63,19.26,23.38,13.54,24.2,17.1,15.48,2.92,65.09,63.19,58.86,8.88,96.25,0.58,4.28,2.76,55.05,3.51,57.1,2,335,95.52,53.72,1.79,30.45,1964,6.96,0.59,52000,66600,87700,35700,268,332,394,126,403,31.5,22.8,14.1,79,0,2.51,34.52,37.92,72.84,81.33,,6.7,2614.8,0.0,0.0,0,0.0,6.0,30.5,27.0,137.25,9.0,45.75,313.0,1591.09,1542.0,7838.55,106.0,538.84,8.0,213.5,Grants Pass,,Oregon,
SanBenitocity,TX,20125,3.49,0.21,75.81,0.11,87.59,20125,100.0,16553,69.26,21.11,12.15,18581,6335,6912,5220,2097,0,4605.0,5267,7361,36.8,40.75,53.35,9.2,13.89,47.8,12.4,26.95,17.88,19.78,7.03,31.91,12.77,10.11,3.93,69.62,62.38,78.99,10.8,17.83,18.4,19.12,15.7,66.89,22.87,58.49,2,784,88.02,67.22,10.59,40.43,1967,23.63,2.71,20100,30000,44000,23900,104,193,275,171,244,27.2,20.7,12.2,0,0,16.84,70.93,64.36,88.43,94.4,,9.4,2144.6,0.32,0.0,1,4.21,12.0,50.51,14.0,58.93,100.0,420.95,251.0,1056.58,1044.0,4394.68,97.0,408.32,5.0,534.6,San Benito,,Texas,
Cantontown,MA,18530,2.81,1.28,97.13,1.21,0.81,16778,90.55,53492,84.48,3.69,18.57,62471,22035,21919,21538,0,37739,18107.0,12586,435,2.39,3.28,9.89,32.68,5.0,66.41,15.28,25.86,5.48,37.25,4.9,33.46,7.34,6.19,3.28,85.97,84.5,95.88,0.0,93.88,0.84,5.96,4.42,81.5,0.76,34.97,3,184,97.29,74.91,5.43,35.33,1962,0.0,0.0,167800,204100,262800,95000,305,620,743,438,690,24.0,20.2,12.8,0,0,5.13,82.1,69.85,86.35,95.53,,19.6,944.5,9.12,0.0,0,0.0,0.0,0.0,5.0,26.63,20.0,106.51,108.0,575.17,235.0,1251.53,58.0,308.89,0.0,133.14,Canton,Anne Marie Graham-Hudak,Massachusetts,
Polandtownship,OH,13993,2.81,0.08,99.52,0.25,0.7,11360,81.17,36132,74.9,4.53,24.45,40434,15261,15303,0,7100,0,888.0,11058,567,4.05,3.07,12.54,26.83,4.29,58.59,15.46,28.35,10.35,33.51,4.13,22.2,4.87,4.51,3.15,91.48,89.98,97.37,7.57,93.11,0.42,3.72,3.11,93.36,0.7,16.31,3,92,98.19,91.09,1.09,53.26,1958,1.01,0.16,56600,73900,101800,45200,260,316,378,118,396,22.6,20.5,12.6,0,0,2.27,78.11,70.62,92.64,95.51,,21.9,639.9,0.0,0.0,0,0.0,1.0,8.85,0.0,0.0,0.0,0.0,26.0,230.05,79.0,698.99,12.0,106.18,1.0,8.85,Poland,,Ohio,
Evansvillecity,IN,126272,2.38,9.53,89.56,0.57,0.58,126272,100.0,22936,73.22,7.34,16.6,29368,12564,13116,7506,7813,13516,8017.0,9721,17812,14.61,11.05,27.61,14.56,7.12,58.54,20.29,23.99,18.18,21.85,12.68,27.86,15.86,14.41,2.94,66.64,63.36,72.56,18.84,96.85,0.55,3.22,2.07,63.31,2.05,59.88,2,5240,90.99,58.98,4.83,44.58,1952,6.69,0.23,33300,45500,62000,28700,202,264,336,134,340,25.8,17.9,12.8,79,4,0.93,69.11,53.99,85.31,91.43,385.9,42.2,2993.9,1.64,3.29,7,5.36,43.0,32.92,151.0,115.62,571.0,437.21,1580.0,1209.8,4359.0,3337.67,360.0,275.65,65.0,591.12,Evansville,Stephanie Terry,Indiana,
Tylercity,TX,75450,2.57,28.17,66.12,0.51,8.91,75450,100.0,23661,75.06,7.19,13.93,30459,13400,16629,7041,8423,13328,6784.0,6445,14251,19.53,9.69,22.95,24.74,8.08,57.34,14.46,28.69,14.93,27.99,10.51,29.33,15.13,13.0,3.13,68.69,64.63,76.66,14.06,90.06,2.54,6.29,4.16,55.24,5.55,52.75,2,3479,89.41,52.8,3.85,43.49,1966,9.56,0.51,38500,60000,89300,50800,225,300,374,149,366,26.9,18.8,13.2,10,4,5.34,72.84,48.43,77.43,92.79,175.2,41.1,1836.7,0.33,4.35,9,11.02,100.0,122.39,229.0,280.28,595.0,728.24,1797.0,2199.4,5389.0,6595.76,528.0,646.24,35.0,1141.93,Tyler,Don Warren,Texas,
Burbankcity,CA,93643,2.38,1.75,82.59,6.77,22.61,93643,100.0,35959,78.77,6.77,13.88,42138,18897,20053,17113,11364,14960,11378.0,11731,7723,8.32,8.38,20.32,22.92,5.12,65.27,18.52,19.31,10.67,31.48,11.62,35.58,16.06,13.93,3.03,71.0,69.2,83.85,16.66,67.55,7.6,5.49,3.31,48.89,9.74,73.03,2,1941,95.29,45.7,1.24,21.17,1953,1.5,0.58,209400,262500,340800,131400,506,612,762,256,677,28.4,24.1,11.5,46,1,25.73,39.46,48.0,83.78,87.55,250.0,18.0,5210.5,3.23,5.48,5,4.99,16.0,15.97,209.0,208.65,262.0,261.57,665.0,663.9,2556.0,2551.76,992.0,990.36,114.0,491.18,Burbank,Nick Schultz,California,
Newarkcity,OH,44389,2.49,3.21,95.98,0.39,0.66,44389,100.0,23062,72.75,9.63,20.31,28490,11680,11710,9200,3952,31513,7751.0,9293,6723,15.56,8.71,27.16,11.32,7.99,56.8,19.85,22.6,18.05,22.56,12.26,24.38,15.68,14.11,3.02,69.92,67.88,74.66,4.01,97.67,0.39,3.7,2.49,59.6,1.46,48.85,3,1165,93.86,56.75,1.89,35.02,1955,7.37,0.46,36600,49500,68900,32300,204,269,347,143,351,26.5,17.1,12.2,1,0,0.73,80.08,51.69,86.0,93.12,,18.7,2376.3,0.49,0.0,0,0.0,29.0,64.07,51.0,112.68,410.0,905.88,444.0,981.0,1445.0,3192.66,120.0,265.13,,1082.63,Newark,Ras J. Baraka,Ohio,Democrat
Gretnacity,LA,17208,2.6,34.09,62.72,1.44,4.37,17208,100.0,17344,68.46,12.79,16.17,21570,8836,10906,5234,6139,6781,7052.0,7167,4907,29.88,18.11,39.82,7.97,11.14,46.36,9.99,20.4,16.55,15.16,16.1,34.84,17.88,17.01,3.13,53.74,46.01,56.53,14.67,90.55,1.18,7.08,4.66,51.18,8.22,59.78,2,1371,82.83,50.98,12.04,56.46,1957,10.7,0.81,40200,52200,69600,29400,188,257,313,125,340,34.4,21.0,12.5,0,0,2.57,81.35,55.97,85.26,95.44,,3.6,4722.3,3.82,0.0,0,0.0,9.0,51.49,112.0,640.77,157.0,898.22,387.0,2214.09,724.0,4142.11,198.0,1132.79,0.0,1590.48,Gretna,,Louisiana,
MiamiBeachcity,FL,92639,1.88,5.18,88.3,1.21,46.79,92639,100.0,15312,57.06,10.28,10.98,22020,16504,17568,8197,6306,11314,8144.0,10620,22993,25.22,16.88,34.51,21.2,8.9,47.01,6.68,22.48,8.65,29.5,15.93,33.74,17.03,16.52,2.73,58.32,55.67,67.86,16.26,39.58,18.15,3.61,1.56,31.48,15.45,91.61,1,13108,79.0,28.5,1.72,23.72,1961,9.01,0.88,123800,191300,322000,198200,296,379,508,212,427,35.1,25.2,13.7,61,20,51.31,11.48,38.19,71.29,73.61,581.5,7.3,12711.2,14.84,5.75,13,14.2,64.0,69.92,744.0,812.86,993.0,1084.9,2975.0,3250.34,9317.0,10179.29,2411.0,2634.14,26.0,1981.89,Miami Beach,Steven Meiner,Florida,
Uplandcity,CA,63374,2.75,5.33,78.85,7.03,17.54,63374,100.0,41965,83.91,6.86,13.16,50040,19569,21058,12954,20827,19447,9647.0,10661,4878,7.77,5.55,15.9,25.41,5.19,67.15,16.51,23.97,9.83,32.31,9.76,29.49,14.52,12.23,3.19,75.0,73.04,83.53,14.41,79.37,3.26,5.8,4.27,63.96,6.44,46.8,3,1419,94.21,60.34,0.7,11.49,1974,2.15,0.29,160100,226500,297100,137000,496,562,656,160,615,28.4,24.8,11.4,22,30,12.8,50.38,42.64,67.17,88.7,,15.6,4053.1,0.96,0.0,3,4.83,26.0,41.84,208.0,334.74,382.0,614.77,1415.0,2277.23,2793.0,4494.91,729.0,1173.21,35.0,996.19,Upland,Bill Velto,California,
Girardcity,OH,11304,2.43,2.13,97.31,0.24,0.8,11304,100.0,23999,66.01,7.56,25.16,29559,11483,11549,8619,10680,11364,5198.0,7736,1358,12.06,9.78,29.14,12.54,7.86,52.83,22.72,25.68,16.37,20.71,8.52,27.08,12.32,10.58,3.01,76.32,73.57,91.58,1.62,92.27,0.48,3.59,2.45,71.66,1.31,42.98,3,198,95.91,67.23,1.52,34.85,1953,3.96,0.78,31700,43300,59200,27500,209,273,329,120,348,22.7,16.0,14.1,0,0,2.72,77.75,71.14,90.67,96.55,,5.0,2265.9,0.37,0.0,1,8.69,1.0,8.69,3.0,26.08,2.0,17.38,51.0,443.29,172.0,1495.0,23.0,199.91,0.0,60.84,Girard,,Ohio,
Shreveportcity,LA,198525,2.62,44.76,54.32,0.51,1.09,198528,100.0,22079,73.0,10.96,15.25,26894,11663,16718,5552,11755,10826,10102.0,9419,49215,25.26,10.01,25.92,19.61,11.45,54.26,12.86,29.93,12.91,26.97,12.47,31.13,16.58,14.75,3.2,57.58,49.49,61.71,19.24,97.08,0.44,7.0,4.79,61.96,5.1,46.25,3,11828,86.48,60.5,17.65,54.06,1964,6.45,0.76,35600,54800,79400,43800,180,269,346,166,351,28.1,20.7,13.5,115,14,1.06,73.93,56.29,86.49,92.37,1209.7,102.2,1943.4,3.38,10.93,76,38.19,100.0,50.25,842.0,423.1,1552.0,779.87,4774.0,2398.91,13784.0,6926.39,1503.0,755.25,220.0,1291.41,Shreveport,Tom Arceneaux,Louisiana,
Brownstowntownship,MI,18811,2.93,2.67,93.79,2.49,2.6,16376,87.06,38186,87.24,8.82,9.81,42455,14085,14296,11364,10255,10916,10500.0,10682,2033,10.85,5.91,22.03,10.38,7.37,67.29,28.3,17.68,20.55,18.91,9.21,29.05,14.36,11.88,3.31,73.29,73.42,79.48,7.13,94.12,0.85,4.67,3.77,71.38,2.58,40.11,3,327,95.16,67.87,1.22,21.71,1973,2.52,0.59,59300,76000,94500,35200,319,397,450,131,444,23.3,16.6,13.8,9,0,3.88,78.57,55.37,90.66,94.66,,23.3,808.6,0.21,0.0,0,0.0,,,8.0,41.39,57.0,294.91,146.0,755.38,500.0,2586.92,123.0,636.38,13.0,,Browns,,Michigan,
Rollacity,MO,14090,2.65,2.09,92.15,4.9,1.18,0,0.0,18784,74.69,6.94,16.61,26982,10247,10312,6819,5467,11689,14330.0,10003,2667,22.38,11.83,23.16,28.32,6.71,49.32,7.43,37.38,9.38,31.65,5.75,51.68,12.86,9.02,2.91,73.08,71.4,77.78,46.16,92.29,0.64,2.68,1.65,52.09,2.75,53.2,2,548,90.66,47.99,0.36,35.04,1967,5.15,0.29,36600,49500,68900,32300,168,232,315,147,295,26.6,16.8,11.6,0,0,6.01,58.99,33.05,52.35,78.33,,8.3,1691.1,0.11,0.0,0,0.0,4.0,26.84,2.0,13.42,19.0,127.47,981.0,6581.68,336.0,2254.28,32.0,214.69,9.0,167.73,Rolla,,Missouri,
Weehawkentownship,NJ,12385,2.45,4.5,83.46,2.7,41.44,12385,100.0,34716,80.03,7.09,10.77,39337,17363,18490,12554,16574,14064,10195.0,10911,1183,9.56,15.25,29.51,27.55,8.2,65.64,18.84,18.96,16.28,30.75,8.75,41.03,12.31,10.6,3.09,69.67,66.21,91.54,11.08,43.75,15.02,5.85,3.6,34.88,7.1,66.58,2,528,90.54,31.24,1.7,55.68,1939,4.91,0.54,154400,215800,290000,135600,340,475,704,364,518,23.4,25.3,19.3,24,0,39.42,35.95,54.85,76.53,81.05,,0.9,14029.2,37.01,0.0,2,15.55,1.0,7.77,30.0,233.23,42.0,326.52,167.0,1298.3,448.0,3482.86,115.0,894.04,2.0,583.07,Weehawken,,New Jersey,
Nashuacity,NH,79662,2.57,1.62,95.15,1.93,3.02,79662,100.0,40505,84.8,4.16,12.92,46614,18010,18199,15181,11961,17049,9018.0,10798,5135,6.53,6.63,17.31,28.84,6.03,70.46,31.4,18.82,11.91,32.41,9.25,31.11,12.01,10.67,3.08,79.44,77.34,84.97,18.27,84.94,1.75,3.68,2.49,62.46,1.59,51.12,2,2332,93.01,57.71,0.73,25.51,1969,3.73,0.3,116000,138800,166100,50100,440,574,686,246,645,26.0,23.2,14.8,26,2,7.0,37.01,47.72,71.02,73.34,386.9,32.0,2486.9,1.16,5.06,3,3.73,26.0,32.32,13.0,16.16,26.0,32.32,380.0,472.43,1935.0,2405.67,266.0,330.7,35.0,84.54,Nashua,Jim Donchess,New Hampshire,
Greensborocity,NC,183521,2.45,33.95,63.88,1.43,0.96,183521,100.0,29184,82.31,5.02,13.22,36678,15644,19141,9327,11954,11286,10359.0,12777,20214,11.58,7.63,20.79,29.94,4.52,67.55,19.21,23.77,14.5,28.21,10.3,36.0,14.13,12.39,2.95,66.12,62.21,74.09,23.52,95.54,0.84,3.41,2.17,57.33,2.37,50.51,2,5506,93.15,53.67,6.57,29.48,1967,4.26,0.3,59400,78500,113200,53800,273,358,438,165,437,24.9,21.1,12.9,132,2,2.64,64.42,44.82,74.82,85.38,163.5,82.7,2220.1,1.57,3.19,27,13.52,105.0,52.6,791.0,396.22,797.0,399.23,3177.0,1591.4,9657.0,4837.33,749.0,375.18,96.0,861.57,Greensboro,Nancy Vaughan,North Carolina,
Somersetcity,KY,10733,2.52,4.7,94.74,0.35,0.41,0,0.0,16810,63.09,13.24,15.65,23064,10109,10255,7738,8318,5313,5500.0,1598,2162,22.25,31.9,43.59,14.98,5.82,45.7,15.18,26.89,13.76,24.74,10.31,29.12,14.13,12.45,2.89,66.1,63.17,73.48,0.0,98.58,0.32,2.91,1.9,58.97,1.39,52.62,2,376,91.88,57.22,0.53,46.01,1959,10.45,0.67,26900,40900,61800,34900,137,197,245,108,247,25.5,16.1,12.1,6,0,0.39,80.01,53.86,86.1,94.01,,10.0,1074.2,1.05,0.0,0,0.0,6.0,49.25,5.0,41.04,58.0,476.07,84.0,689.49,425.0,3488.47,26.0,213.41,1.0,566.36,Somerset,,Kentucky,
Canandaiguacity,NY,10725,2.43,0.93,98.35,0.34,0.78,0,0.0,28428,74.22,7.7,18.51,34695,14253,14347,19059,5867,2884,3195.0,8227,1032,9.95,7.69,20.35,21.69,6.87,61.22,19.26,29.02,14.23,27.84,11.4,32.44,15.06,13.39,2.99,68.62,67.53,73.51,0.0,94.88,0.41,2.89,1.77,56.39,0.97,51.54,2,304,93.56,50.51,0.99,47.37,1958,2.65,0.57,65800,84800,113900,48100,312,386,455,143,456,26.2,20.1,12.1,0,0,2.05,81.21,48.62,75.68,92.55,,4.8,2250.7,0.64,0.0,0,0.0,6.0,53.65,2.0,17.88,2.0,17.88,41.0,366.6,304.0,2718.17,3.0,26.82,0.0,89.41,Canandaigua,,New York,
Blacksburgtown,VA,34590,3.1,4.27,87.43,7.7,1.76,0,0.0,18592,90.2,3.69,8.16,35617,9750,10152,7824,3258,6539,6331.0,7389,9930,37.43,3.4,8.25,61.57,6.88,45.37,6.9,50.34,6.07,43.57,2.92,73.08,5.67,4.14,2.85,78.41,78.18,83.65,36.89,88.3,1.0,2.06,1.02,34.37,1.83,52.12,2,682,94.25,31.6,0.59,23.46,1975,2.67,0.34,73700,94300,127300,53600,307,365,451,144,417,35.1,18.6,11.0,0,0,10.81,37.19,18.33,31.15,69.3,,19.4,1779.3,6.36,0.0,0,0.0,13.0,36.53,4.0,11.24,23.0,64.63,137.0,384.99,647.0,1818.18,14.0,39.34,0.0,112.41,Blacksburg,Leslie Hager-Smith,Virginia,
Indianapoliscity,IN,741952,2.5,22.38,76.08,0.94,1.05,741952,100.0,29083,80.77,6.01,15.21,35039,14605,16222,9166,10636,15880,8857.0,10625,90608,12.47,6.95,23.46,21.87,5.58,65.6,15.86,23.44,13.81,27.22,12.77,31.03,16.24,14.63,3.07,66.06,61.88,75.27,14.97,95.61,0.55,5.0,3.25,61.69,2.47,52.98,2,28233,91.3,56.84,11.69,34.66,1962,5.6,0.33,39200,61100,88800,49600,262,343,428,166,409,24.3,17.6,12.3,563,137,1.91,69.53,47.61,82.54,90.9,978.8,380.0,1952.4,3.23,4.27,68,18.18,517.0,138.25,2050.0,548.17,3657.0,977.88,7629.0,2039.99,14383.0,3846.0,5226.0,1397.43,246.0,1682.47,Indianapolis,Joseph 'Joe' H. Hogsett,Indiana,
Berwickborough,PA,10976,2.38,0.42,99.19,0.24,0.52,0,0.0,20423,66.11,6.67,22.63,25180,10246,10271,3000,0,0,0.0,5227,1150,10.64,12.7,33.09,6.3,9.13,51.63,36.48,16.22,31.63,13.53,10.75,26.73,12.72,11.83,2.94,68.37,66.61,75.95,0.0,96.47,0.11,4.19,2.75,66.1,1.02,42.83,3,272,94.44,64.4,0.74,56.62,1940,3.05,0.59,31800,43800,57700,25900,185,236,287,102,335,24.8,17.9,14.2,0,0,0.68,89.03,65.27,88.99,95.65,,3.2,3421.4,0.24,0.0,0,0.0,1.0,9.22,2.0,18.43,6.0,55.3,43.0,396.31,103.0,949.31,19.0,175.12,2.0,82.95,Berwickborough,,Pennsylvania,
Owatonnacity,MN,19386,2.63,0.23,98.24,0.58,1.59,0,0.0,30870,79.51,4.73,11.98,37832,13485,13695,7807,10370,5922,5761.0,7704,1141,6.06,10.27,18.08,20.05,3.28,69.04,34.36,21.78,17.78,23.57,5.6,26.95,7.8,6.76,3.1,83.35,83.93,89.73,8.75,94.45,1.03,3.21,2.25,79.57,1.18,36.74,3,196,97.41,72.69,0.51,31.12,1961,3.1,0.44,50600,63800,79200,28600,212,280,341,129,326,21.8,16.9,12.3,0,0,1.24,76.34,53.88,79.26,90.92,,9.9,1954.9,0.33,0.0,0,0.0,,,2.0,9.84,13.0,63.97,94.0,462.58,470.0,2312.88,39.0,191.92,3.0,,Owatonna,,Minnesota,
ChulaVistacity,CA,135163,2.83,4.6,67.74,8.93,37.27,135163,100.0,32012,78.8,10.11,21.27,36655,14102,15624,12032,11734,13329,9353.0,9897,13036,9.8,9.55,24.31,17.65,6.08,61.59,14.75,21.27,11.04,27.14,10.37,29.66,14.97,12.74,3.26,73.5,68.32,82.24,14.39,61.07,6.83,8.11,5.92,55.86,10.86,56.75,2,2025,95.94,53.29,1.04,10.81,1970,1.96,0.34,129400,164000,209700,80300,446,540,651,205,592,29.5,24.7,11.3,0,14,22.31,38.69,43.07,78.69,85.13,,30.0,4500.6,4.49,0.0,14,9.33,37.0,24.67,459.0,305.99,573.0,381.99,1895.0,1263.29,4726.0,3150.56,2466.0,1643.95,64.0,721.98,Chula Vista,John McCann,California,Republican
Griffithtown,IN,17916,2.66,2.42,94.66,0.95,5.28,17916,100.0,36562,84.72,2.82,17.53,40460,14652,14415,21523,8320,19041,16096.0,13552,742,4.16,5.58,17.63,13.22,4.13,66.73,26.95,17.37,17.06,20.15,8.97,27.55,10.03,9.51,3.17,81.98,79.72,90.31,8.59,92.61,0.8,4.53,3.31,73.66,1.91,40.41,3,176,97.45,64.53,0.57,26.7,1964,1.4,0.0,53400,64600,74300,20900,375,456,510,135,478,18.3,16.7,12.0,0,0,3.44,67.2,58.19,87.67,89.28,,9.0,1983.6,4.31,0.0,0,0.0,0.0,0.0,13.0,69.49,65.0,347.44,80.0,427.62,482.0,2576.44,139.0,743.0,1.0,416.93,Griffith,,Indiana,
Brookfieldtown,CT,14113,2.86,0.72,97.22,1.69,1.56,10359,73.4,60054,87.14,1.72,13.14,65111,24277,24405,22693,8150,18775,16803.0,15661,333,2.36,3.02,9.47,41.24,4.14,71.79,23.75,23.28,7.18,39.3,5.65,27.06,8.62,7.16,3.22,89.27,88.19,97.4,12.03,89.54,0.56,3.96,3.2,90.48,0.67,23.61,3,415,92.25,87.59,1.45,35.18,1969,0.32,0.11,181000,226800,295600,114600,614,767,930,316,880,24.6,24.4,13.9,5,0,7.18,36.74,54.82,78.05,80.04,,20.5,687.9,1.89,0.0,0,0.0,0.0,0.0,1.0,6.98,7.0,48.86,58.0,404.86,276.0,1926.57,16.0,111.69,1.0,55.84,Brookfield,Steven V. Ponto,Connecticut,
Victorvillecity,CA,40674,2.86,9.59,73.08,3.67,23.0,40706,99.87,28698,76.06,11.75,20.34,31796,11474,12219,10522,9202,10296,8300.0,8090,5947,14.82,8.42,25.02,10.5,9.95,53.26,11.16,17.45,15.6,20.13,10.68,25.48,14.97,12.88,3.27,72.99,68.82,81.88,18.99,80.14,3.9,8.02,5.99,60.79,8.58,47.58,3,1386,91.13,60.76,2.09,23.81,1983,4.54,0.2,82800,102800,125000,42200,367,443,537,170,508,29.8,26.2,12.1,20,104,11.35,47.75,28.85,56.09,84.71,,43.3,938.5,0.18,0.0,3,5.96,24.0,47.64,178.0,353.35,232.0,460.55,1026.0,2036.72,2390.0,4744.42,705.0,1399.5,27.0,867.49,Victorville,Elizabeth Becerra,California,
Valparaisocity,IN,24414,2.72,0.58,97.78,1.13,1.42,0,0.0,31602,78.05,4.69,14.03,41824,14987,14874,8483,21267,29866,23066.0,9939,1845,8.63,4.83,14.82,27.88,3.75,60.99,16.32,36.42,9.17,34.24,8.0,36.67,11.42,9.84,3.01,76.66,77.18,85.05,16.99,95.91,0.23,2.92,1.96,63.72,1.29,49.98,3,315,96.61,55.76,3.49,34.6,1963,2.06,0.09,55100,71700,96500,41400,277,358,424,147,431,25.7,17.5,12.1,1,0,2.97,58.25,43.68,70.37,81.02,,10.5,2321.6,1.34,0.0,0,0.0,3.0,11.46,7.0,26.75,86.0,328.62,130.0,496.75,634.0,2422.62,47.0,179.59,13.0,366.83,Valparaiso,,Indiana,
AsburyParkcity,NJ,16799,2.44,59.39,35.42,0.73,9.13,16799,100.0,20754,71.19,14.95,13.68,25366,11267,16291,8629,8043,9820,7909.0,7371,3889,23.33,11.2,31.25,13.53,11.82,57.89,15.43,26.09,19.74,19.07,15.71,45.09,18.22,17.13,3.28,35.83,30.39,27.43,15.14,82.56,2.58,10.55,5.59,28.17,9.95,74.6,1,821,89.33,23.05,5.6,25.94,1955,9.69,0.23,80300,102900,135100,54800,343,502,596,253,537,31.9,27.9,15.6,27,1,11.2,53.75,47.41,82.93,88.69,,1.5,11323.1,8.57,0.0,2,12.75,19.0,121.13,150.0,956.27,151.0,962.64,221.0,1408.9,786.0,5010.84,141.0,898.89,2.0,2052.79,Asbury Park,,New Jersey,
Bournetown,MA,16064,2.72,1.41,96.53,0.6,1.25,0,0.0,34159,76.59,5.78,20.07,38408,14962,15155,11716,4028,10575,8980.0,7709,1027,6.7,4.06,13.5,22.36,6.19,60.15,9.17,25.51,8.4,27.63,7.36,31.52,11.2,9.29,3.08,79.52,78.89,91.34,5.68,94.31,1.16,3.97,2.9,65.68,1.02,37.93,3,3101,65.54,65.34,0.84,27.86,1962,1.05,0.33,123400,153900,195800,72400,406,548,663,257,610,27.7,23.9,14.7,0,0,2.96,66.42,50.1,68.44,84.72,,42.4,379.1,1.49,0.0,0,0.0,6.0,35.23,7.0,41.1,55.0,322.9,212.0,1244.64,454.0,2665.41,52.0,305.29,1.0,399.23,Bourne,,Massachusetts,
